molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3134157,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,2.7
CHEMBL3348835,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@H]3CO)cc2)c1,active,142.0
CHEMBL4077280,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CC[C@H](O)C3)cc2)c1,active,2.6
CHEMBL4061789,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@@H](O)[C@H](O)C3)cc2)c1,active,2.0
CHEMBL4063424,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@H](O)[C@H](O)C3)cc2)c1,active,3.9
CHEMBL4103414,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CNCCO)cc2)c1,active,14.6
CHEMBL4090361,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,active,2.4
CHEMBL4069327,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)C1CC1,active,40.4
CHEMBL4066270,OC[C@H]1CCCN1Cc1ccc(COc2cccc(C3CCCCC3)c2)cc1,active,1.7
CHEMBL4086094,CC(C)c1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,4.8
CHEMBL4104017,Cc1nc(-c2cccc(OCc3ccc(CN4CCC[C@@H]4CO)cc3)c2)no1,active,25.0
CHEMBL4063506,O=C(Nc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,intermediate,9820.0
CHEMBL4101573,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc3[nH]c(N)nc3c2)c1,intermediate,1400.0
CHEMBL4101628,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc3[nH]cnc3c2)c1,inactive,48000.0
CHEMBL4082814,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1C[C@H]1CCCO1,active,190.0
CHEMBL4067356,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1C[C@@H]1CCCO1,intermediate,4600.0
CHEMBL4088607,Cc1nc2ccc(-c3ccc(CN4CCC[C@H]4CO)cc3)cc2n1C[C@H]1CCCO1,inactive,31000.0
CHEMBL4064624,Cc1nc2ccc(-c3ccc(CN4CCC[C@H]4CO)cc3)cc2n1C[C@@H]1CCCO1,inactive,100000.0
CHEMBL4091588,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CCC1CCC1,active,8.0
CHEMBL4086161,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CCC(C)C,active,7.0
CHEMBL4104070,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CC1CCCC1,active,11.0
CHEMBL4093921,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1Cc1ccccc1,active,440.0
CHEMBL4066355,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CC(C)C,active,290.0
CHEMBL4101485,Cc1nc2ccc(-c3ccc(CN4CCCC4)cc3)cc2n1C[C@H]1CCCO1,inactive,100000.0
CHEMBL3134157,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,2.0
CHEMBL3348835,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@H]3CO)cc2)c1,active,78.0
CHEMBL4077280,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CC[C@H](O)C3)cc2)c1,active,3.0
CHEMBL4077075,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CC[C@@H](O)C3)cc2)c1,active,28.0
CHEMBL4061789,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@@H](O)[C@H](O)C3)cc2)c1,active,2.0
CHEMBL4063424,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@H](O)[C@H](O)C3)cc2)c1,active,3.9
CHEMBL4103414,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CNCCO)cc2)c1,active,5.3
CHEMBL4090361,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,active,2.0
CHEMBL4069327,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)C1CC1,active,10.0
CHEMBL4093845,CS(=O)(=O)Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,439.0
CHEMBL4066270,OC[C@H]1CCCN1Cc1ccc(COc2cccc(C3CCCCC3)c2)cc1,active,0.7
CHEMBL4086094,CC(C)c1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,0.8
CHEMBL4104017,Cc1nc(-c2cccc(OCc3ccc(CN4CCC[C@@H]4CO)cc3)c2)no1,active,4.5
CHEMBL4063506,O=C(Nc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,intermediate,3670.0
CHEMBL4101573,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc3[nH]c(N)nc3c2)c1,intermediate,1700.0
CHEMBL4101628,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc3[nH]cnc3c2)c1,inactive,48000.0
CHEMBL4082814,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1C[C@H]1CCCO1,active,81.0
CHEMBL4067356,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1C[C@@H]1CCCO1,intermediate,2100.0
CHEMBL4088607,Cc1nc2ccc(-c3ccc(CN4CCC[C@H]4CO)cc3)cc2n1C[C@H]1CCCO1,intermediate,9800.0
CHEMBL4064624,Cc1nc2ccc(-c3ccc(CN4CCC[C@H]4CO)cc3)cc2n1C[C@@H]1CCCO1,inactive,100000.0
CHEMBL4091588,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CCC1CCC1,active,4.0
CHEMBL4086161,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CCC(C)C,active,4.0
CHEMBL4104070,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CC1CCCC1,active,10.0
CHEMBL4093921,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1Cc1ccccc1,active,250.0
CHEMBL4066355,Cc1nc2ccc(-c3ccc(CN4CCC[C@@H]4CO)cc3)cc2n1CC(C)C,active,440.0
CHEMBL3134157,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,0.8
CHEMBL3348835,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@H]3CO)cc2)c1,active,43.0
CHEMBL4077280,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CC[C@H](O)C3)cc2)c1,active,0.03
CHEMBL4077075,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CC[C@@H](O)C3)cc2)c1,active,30.0
CHEMBL4061789,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@@H](O)[C@H](O)C3)cc2)c1,active,0.17
CHEMBL4063424,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@H](O)[C@H](O)C3)cc2)c1,active,1.0
CHEMBL4103414,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CNCCO)cc2)c1,active,3.5
CHEMBL4090361,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,active,0.3
CHEMBL4069327,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)C1CC1,active,1.7
CHEMBL4093845,CS(=O)(=O)Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,519.0
CHEMBL4066270,OC[C@H]1CCCN1Cc1ccc(COc2cccc(C3CCCCC3)c2)cc1,active,0.03
CHEMBL4086094,CC(C)c1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,0.6
CHEMBL4104017,Cc1nc(-c2cccc(OCc3ccc(CN4CCC[C@@H]4CO)cc3)c2)no1,active,1.7
CHEMBL4063506,O=C(Nc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,intermediate,1200.0
CHEMBL4101573,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc3[nH]c(N)nc3c2)c1,active,180.0
CHEMBL4101628,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc3[nH]cnc3c2)c1,inactive,27000.0
CHEMBL3134157,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,20.0
CHEMBL3348835,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@H]3CO)cc2)c1,active,703.0
CHEMBL4077280,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CC[C@H](O)C3)cc2)c1,active,5.2
CHEMBL4061789,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@@H](O)[C@H](O)C3)cc2)c1,active,6.4
CHEMBL4063424,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3C[C@H](O)[C@H](O)C3)cc2)c1,active,38.0
CHEMBL4090361,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,active,35.0
CHEMBL4069327,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)C1CC1,intermediate,1470.0
CHEMBL4066270,OC[C@H]1CCCN1Cc1ccc(COc2cccc(C3CCCCC3)c2)cc1,active,1.5
CHEMBL4086094,CC(C)c1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,19.0
CHEMBL4104017,Cc1nc(-c2cccc(OCc3ccc(CN4CCC[C@@H]4CO)cc3)c2)no1,active,173.0
CHEMBL4063506,O=C(Nc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,intermediate,8800.0
CHEMBL4060768,O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,inactive,29000.0
CHEMBL1819205,CCCCCCCCCCCCCC[C@@H]1OC[C@@H](N)[C@@H]1O,active,820.0
CHEMBL4103173,CCCCCCCCc1ccccc1CC[C@@H]1OC[C@@H](N)[C@@H]1O,inactive,30000.0
CHEMBL4078892,CCCCCCCc1cccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)c1,inactive,30000.0
CHEMBL4062604,CCCCCCCCc1cccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)c1,inactive,16000.0
CHEMBL4090570,CCCCCCCCCc1cccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)c1,inactive,12000.0
CHEMBL4071253,CCCCCCc1ccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)cc1,inactive,30000.0
CHEMBL4098301,CCCCCCCCc1ccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)cc1,intermediate,1400.0
CHEMBL4081791,CCCCCCCCCCc1ccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)cc1,active,420.0
CHEMBL4059874,CCCCCCCCCCCCc1ccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)cc1,active,880.0
CHEMBL4089663,CCCCCCCCCCCCCCc1ccc(CC[C@@H]2OC[C@@H](N)[C@@H]2O)cc1,inactive,30000.0
CHEMBL4076550,N[C@@H]1CO[C@@H](CCCCCCCCCCCOCC2CCCCC2)[C@H]1O,active,380.0
CHEMBL4075031,N[C@@H]1CO[C@@H](CCCCCCCCCCOCC2CCCCC2)[C@H]1O,active,220.0
CHEMBL4101713,N[C@@H]1CO[C@@H](CCCCCCCCCOCC2CCCCC2)[C@H]1O,active,670.0
CHEMBL4095076,N[C@@H]1CO[C@@H](CCCCCCCCOCC2CCCCC2)[C@H]1O,intermediate,2800.0
CHEMBL4067667,CC(C)COCCCCCCCCCCC[C@@H]1OC[C@@H](N)[C@@H]1O,active,710.0
CHEMBL4102840,CCCCCCCOCCCCCC[C@@H]1OC[C@@H](N)[C@@H]1O,intermediate,9600.0
CHEMBL4078560,CCCCCCCCCOCCCC[C@@H]1OC[C@@H](N)[C@@H]1O,inactive,30000.0
CHEMBL4079512,CCCCCCCCCCCCCC[C@@H]1OC[C@@H](NC(=N)N)[C@@H]1O,intermediate,1100.0
CHEMBL4097546,CCCCCCCCCCCCCC[C@@H]1OC[C@@H](NC(C)=N)[C@@H]1O,intermediate,3100.0
CHEMBL4087389,CCCCCCCCCCCCCC[C@@H]1OC[C@@H](NC(C)=O)[C@@H]1O,inactive,30000.0
CHEMBL4105246,CCCCCCCCCCCCCC[C@@H]1OC[C@@H](N)[C@@H]1OC,intermediate,4000.0
CHEMBL322333,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)N(C)C,inactive,60000.0
CHEMBL1076555,Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,inactive,35000.0
CHEMBL1526855,CC(=O)N(C1=C(Cl)C(=O)c2ccccc2C1=O)C1CCCCC1,intermediate,2000.0
CHEMBL2158685,O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2,inactive,100000.0
CHEMBL3134157,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,2.7
CHEMBL3287036,CCCCOc1ccc(CC/C=C2\SC(=O)N(CCN)C2=O)cc1,inactive,10000.0
CHEMBL2158686,CCCCCCCCc1ccc(CC[C@@](N)(CO)COC)cc1,inactive,50000.0
CHEMBL3086811,CCCCCCCCc1ccc(CCN2CCC(O)CC2)cc1,intermediate,3600.0
CHEMBL4162455,CCCCOC(=O)Nc1ccc(C(O)CN2CCN(c3ccncc3)CC2)cc1,inactive,55000.0
CHEMBL4173139,CCCCOC(=O)Nc1cccc(C(O)CN2CCN(c3ccncc3)CC2)c1,inactive,60000.0
CHEMBL4170798,CC1Cc2c(N/N=C/c3ccc(Cl)cc3)ncnc2N(C)c2ccccc21,inactive,12000.0
CHEMBL4245507,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,inactive,10000.0
CHEMBL1076555,Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,inactive,35000.0
CHEMBL3134157,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,28.0
CHEMBL4090361,O=S(=O)(Cc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,active,144.0
CHEMBL4444218,O=S(=O)(Oc1cccc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1)c1ccccc1,active,11.0
CHEMBL4472026,OC[C@H]1CCCN1Cc1ccc(COc2cccc(CCc3ccccc3)c2)cc1,active,26.0
CHEMBL4574678,OC[C@H]1CCCN1Cc1ccc(COc2cccc(OCc3ccccc3)c2)cc1,active,14.0
CHEMBL4551903,OC[C@H]1CCCN1Cc1ccc(COc2cccc(OCc3ccccc3F)c2)cc1,active,41.0
CHEMBL4474024,OC[C@H]1CCCN1Cc1ccc(COc2cccc(OCc3cccc(F)c3)c2)cc1,active,9.0
CHEMBL4456309,OC[C@H]1CCCN1Cc1ccc(COc2cccc(OCc3ccc(F)cc3)c2)cc1,active,170.0
CHEMBL4454855,OC[C@H]1CCCN1Cc1ccc(COc2cccc(OCc3ccccc3Cl)c2)cc1,active,39.0
CHEMBL4455113,OC[C@H]1CCCN1Cc1ccc(COc2cccc(OCc3cccc(Cl)c3)c2)cc1,active,44.0
CHEMBL4551657,OC[C@H]1CCCN1Cc1ccc(COc2cccc(OCc3ccc(Cl)cc3)c2)cc1,intermediate,4130.0
CHEMBL4448423,COc1ccc(COc2cccc(OCc3ccc(CN4CCC[C@@H]4CO)cc3)c2)cc1,intermediate,3000.0
CHEMBL4555776,N#Cc1ccc(COc2cccc(OCc3ccc(CN4CCC[C@@H]4CO)cc3)c2)cc1,intermediate,3000.0
CHEMBL4578165,OC[C@H]1CCCN1Cc1ccc(COc2cccc(SCc3ccccc3)c2)cc1,active,137.0
CHEMBL4593030,OC[C@H]1CCCN1Cc1ccc(COc2cccc(SCc3ccc(F)cc3)c2)cc1,active,765.0
CHEMBL4453199,OC[C@H]1CCCN1Cc1ccc(COc2cccc(SCc3ccc(Cl)cc3)c2)cc1,intermediate,2360.0
CHEMBL4561692,COc1ncc(-c2cc3c(c(NC(=O)CN4CCOCC4)c2)COC3)cc1NS(C)(=O)=O,inactive,10000.0
CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,inactive,32000.0
CHEMBL4550702,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,inactive,100000.0
CHEMBL4568087,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,inactive,10000.0
CHEMBL4552628,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,inactive,100000.0
CHEMBL4634634,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,inactive,13770.0
CHEMBL1289102,COc1ccc(-c2cc(C(=O)N/N=C(\C)c3ccc(OC)c(OC)c3)[nH]n2)cc1,intermediate,3000.0
CHEMBL552462,COc1ccc(Nc2nc(N)c(C(=O)c3ccc(OC)c(OC)c3)s2)cc1,inactive,30000.0
CHEMBL552462,COc1ccc(Nc2nc(N)c(C(=O)c3ccc(OC)c(OC)c3)s2)cc1,active,60.0
CHEMBL3134157,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,active,40.0
CHEMBL4777051,CCCCCCCCCCCCCC[C@H]1NC[C@H](N)[C@@H]1O.Cl.Cl,intermediate,8890.0
CHEMBL4756733,CCCCCCCCCCCCCC[C@H]1NC[C@H](N)[C@@H]1O,inactive,100000.0
CHEMBL4879338,COc1ccc(/C=N/NC(=O)c2cc(-c3ccc4ccccc4c3)[nH]n2)cc1OC,intermediate,6550.0
CHEMBL4877410,O=C(N/N=C/c1ccc2c(c1)OCCO2)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL4869467,COc1ccc(/C=N/NC(=O)c2cc(-c3ccc4ccccc4c3)[nH]n2)cc1,inactive,10000.0
CHEMBL4858010,COc1ccccc1/C=N/NC(=O)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL4849293,COc1cccc(/C=N/NC(=O)c2cc(-c3ccc4ccccc4c3)[nH]n2)c1,inactive,10000.0
CHEMBL4869938,COc1ccc2ccccc2c1/C=N/NC(=O)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL1290096,O=C(N/N=C/c1ccc(O)cc1)c1cc(-c2ccc3ccccc3c2)n[nH]1,inactive,10000.0
CHEMBL1289885,O=C(N/N=C/c1cccc(O)c1)c1cc(-c2ccc3ccccc3c2)n[nH]1,inactive,10000.0
CHEMBL1289998,O=C(N/N=C/c1ccccc1O)c1cc(-c2ccc3ccccc3c2)n[nH]1,inactive,10000.0
CHEMBL4846418,O=C(N/N=C/C1CCCCC1)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL4877610,O=C(N/N=C/c1cccc2ccccc12)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL4870518,O=C(N/N=C/c1ccccc1)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL4871012,O=C(N/N=C/c1cccnc1)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL4851938,O=C(N/N=C/c1ccc(Cl)cc1)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL4866324,O=C(N/N=C/c1cccc([N+](=O)[O-])c1)c1cc(-c2ccc3ccccc3c2)[nH]n1,inactive,10000.0
CHEMBL1241832,O=C(N/N=C/c1c(O)ccc2ccccc12)c1cc(-c2ccc3ccccc3c2)n[nH]1,inactive,10000.0
